hip_id,ra_degrees,dec_degrees,magnitude
24881,80.0097,44.4254,6.49
24902,80.0612,41.0863,5.46
24909,80.0863,-34.6989,6.34
24914,80.0942,62.6537,5.64
24925,80.11,-5.3675,6.4
24927,80.1121,-21.2397,4.7
24955,80.1695,66.7468,6.39
24960,80.1823,2.5447,6.43
24977,80.2359,19.8144,6.2
24984,80.2473,27.9573,6.35
25001,80.3029,29.5699,5.66
25007,80.3203,-34.3451,6.05
25011,80.3304,4.012,6.49
25028,80.3827,-0.4165,5.68
25041,80.4315,8.4286,5.78
25044,80.4406,-0.3825,4.72
25045,80.4428,-24.7729,5.06
25048,80.4517,41.8047,5.22
25059,80.4804,-17.6036,6.47
25098,80.5923,-56.1345,6.1
25110,80.6407,79.2308,5.08
25142,80.7083,3.5444,4.99
25143,80.7097,41.0293,5.54
25180,80.7999,-26.7055,6.49
25187,80.8271,-8.4156,5.99
25192,80.8453,28.9368,6.45
25194,80.85,-39.6784,5.73
25197,80.8659,57.5445,5.24
25202,80.8756,-13.9273,5.25
25205,80.8795,5.323,6.34
25216,80.9072,16.6994,6.09
25223,80.9263,-0.1598,5.69
25240,80.9639,-0.8666,6.13
25247,80.9868,-7.808,4.13
25278,81.1055,17.3836,5.0
25280,81.1186,-16.9757,5.64
25281,81.1192,-2.3971,3.35
25282,81.1205,-0.8917,5.07
25288,81.1504,2.3532,6.33
25290,81.1602,31.2239,6.3
25291,81.1605,31.1432,5.94
25292,81.1631,37.3854,5.02
25301,81.1867,36.2,6.49
25302,81.1868,1.8464,4.89
25303,81.1929,-52.3162,6.26
25317,81.2316,-44.2257,6.09
25322,81.2476,73.7072,6.48
25329,81.2573,-10.3288,5.6
25336,81.2828,6.3497,1.64
25368,81.4021,-1.4913,6.44
25378,81.4459,0.5202,6.18
25397,81.4993,-19.6954,5.78
25401,81.5098,-5.5185,6.24
25410,81.5238,16.7002,6.23
25428,81.5729,28.6079,1.65
25429,81.5803,-58.9126,5.14
25453,81.6618,6.8687,6.41
25471,81.7033,34.3918,5.92
25473,81.7093,3.0957,4.59
25475,81.7136,33.2623,6.18
25476,81.7264,35.4573,6.17
25482,81.7493,-68.6225,6.02
25486,81.7698,-11.9008,6.3
25488,81.7722,-40.9438,5.86
25492,81.7845,30.2086,5.69
25499,81.792,17.9623,5.4
25502,81.8079,15.2577,6.18
25505,81.8142,2.3412,6.36
25532,81.902,-21.3758,6.08
25539,81.9087,21.937,4.88
25541,81.912,34.476,5.08
25555,81.94,15.8741,5.52
25580,82.0038,33.7642,6.41
25582,82.0061,1.2982,6.41
25583,82.0067,17.2392,5.77
25606,82.0614,-20.7592,2.81
25608,82.0639,-37.2309,5.56
25638,82.1449,13.679,6.35
25667,82.2371,-3.3074,6.39
25695,82.3187,25.1503,5.47
25708,82.3488,-3.4464,5.8
25730,82.4193,29.1866,6.2
25732,82.4233,-0.8024,6.49
25737,82.4333,-1.0922,4.71
25751,82.4782,1.7893,5.77
25768,82.5394,-47.0773,5.46
25769,82.5425,63.0672,5.43
25776,82.558,-84.7852,6.18
25781,82.5661,-63.9278,6.19
25785,82.583,4.2049,6.21
25786,82.5865,-7.4348,6.33
25790,82.6091,15.3605,5.93
25806,82.6805,22.4623,6.29
25810,82.6878,39.826,6.38
25813,82.696,5.9482,4.2
25816,82.7027,41.4621,5.99
25853,82.7818,-20.8636,5.53
25859,82.8031,-35.4704,3.86
25861,82.8105,3.2921,5.46
25869,82.8371,-6.7084,6.23
25887,82.9,-45.9254,5.86
25911,82.95,85.9387,6.5
25918,82.9694,-76.3417,5.18
25923,82.9828,-7.3015,4.62
25930,83.0017,-0.2991,2.25
25945,83.0531,18.5942,4.32
25950,83.0589,17.0582,5.5
25973,83.1403,57.2216,6.44
25976,83.1582,0.012,6.15
25980,83.1723,-1.5918,5.34
25984,83.182,32.192,4.71
25985,83.1826,-17.8223,2.58
25993,83.2141,-38.5133,5.45
26001,83.248,-64.2275,5.34
26019,83.2805,-35.1393,5.75
26054,83.3642,32.8013,6.5
26063,83.381,-1.1561,5.36
26064,83.3818,18.5402,5.67
26069,83.4063,-62.4899,3.76
26071,83.4093,34.7256,6.27
26072,83.4118,20.4742,6.19
26079,83.4346,-54.9023,6.42
26093,83.4762,14.3056,5.6
26104,83.5103,-7.0237,6.45
26106,83.5162,-1.0357,6.24
26108,83.5169,-1.4702,5.92
26126,83.57,3.7669,5.32
26149,83.622,-0.0123,6.25
26169,83.6866,-73.7414,5.79
26176,83.7052,9.4896,4.39
26190,83.7393,-61.176,6.32
26197,83.7542,-6.0093,5.67
26199,83.7612,-6.002,4.78
26207,83.7845,9.9342,3.39
26215,83.8052,10.2401,5.6
26219,83.8144,-33.08,5.76
26220,83.8159,-5.3873,4.98
26221,83.8186,-5.3897,5.13
26234,83.843,-4.4243,6.24
26235,83.8454,-5.4161,4.98
26237,83.8465,-4.8383,4.58
26241,83.8583,-5.9099,2.75
26248,83.863,24.0396,5.37
26263,83.8996,-3.2528,6.4
26264,83.9005,-78.8209,6.04
26268,83.9145,-4.8561,5.24
26291,83.9813,27.6624,6.27
26300,84.0119,-47.3137,6.1
26309,84.0428,-28.708,6.26
26311,84.0534,-1.2019,1.69
26315,84.0664,47.7153,6.1
26344,84.1468,54.4287,5.74
26345,84.1487,-6.0648,5.71
26363,84.2184,40.1824,6.08
26366,84.2264,9.2914,4.09
26368,84.2291,-66.5603,6.28
26382,84.2655,17.0404,5.53
26386,84.2681,11.035,5.97
26395,84.2865,-11.7755,6.1
26394,84.2866,-80.4717,5.65
26396,84.2868,26.9245,5.83
26408,84.3128,64.1549,6.15
26410,84.3169,66.6967,6.26
26412,84.3187,-27.8712,6.15
26414,84.3305,8.9519,6.11
26427,84.364,-5.9384,6.03
26451,84.4112,21.1426,2.97
26460,84.436,-28.6898,5.28
26463,84.4408,33.5592,6.36
26477,84.4724,-4.814,6.16
26487,84.5046,7.5415,5.87
26515,84.5726,-50.641,6.43
26535,84.6582,-6.574,5.96
26536,84.6587,30.4924,5.4
26545,84.6814,-40.7074,5.81
26549,84.6865,-2.6001,3.77
26563,84.7212,-7.2127,4.77
26571,84.739,26.6181,6.45
26592,84.7863,41.3589,6.44
26594,84.7964,4.1215,4.5
26602,84.8176,-17.8494,6.4
26606,84.8263,29.2152,5.98
26616,84.8629,21.763,6.42
26623,84.8785,-9.7066,6.49
26624,84.8798,-3.5647,5.99
26634,84.9122,-34.074,2.65
26638,84.9322,75.0438,6.19
26640,84.9341,25.8971,5.18
26649,84.9577,-32.6291,5.44
26712,85.1496,31.3582,6.04
26713,85.1554,-2.8252,6.22
26718,85.1752,31.9206,6.23
26727,85.1897,-1.9426,1.74
26728,85.1925,-10.4087,6.46
26736,85.2113,-1.1288,4.95
26762,85.2733,0.3377,5.93
26777,85.3238,16.5342,4.84
26779,85.3347,53.4823,6.21
26781,85.3374,29.4875,6.4
26796,85.3622,-33.4007,6.35
26820,85.418,-2.8965,6.41
26821,85.423,-16.7258,6.22
26853,85.5166,22.6604,6.35
26862,85.5483,-30.5355,6.18
26865,85.5582,-22.3737,5.88
26866,85.5604,-17.5304,6.15
26868,85.5633,-34.6679,5.29
26882,85.6102,65.6977,5.62
26885,85.6194,1.4747,4.9
26926,85.7246,-6.7963,5.97
26942,85.7569,56.5815,6.05
26953,85.7888,-1.6132,6.31
26964,85.8312,23.2044,6.23
26966,85.8402,-18.5574,5.73
26981,85.8756,-39.4069,6.25
27001,85.9213,-45.8331,6.38
27046,86.0353,61.4765,6.17
27072,86.1166,-22.4475,3.59
27075,86.1184,-20.1267,6.34
27100,86.1934,-65.7355,4.34
27116,86.2554,12.8884,6.47
27118,86.2575,4.0082,6.09
27164,86.3733,31.3249,6.5
27196,86.4752,49.8263,5.46
27204,86.4996,-32.3064,5.18
27212,86.5119,-4.2683,6.24
27243,86.614,-46.5972,5.31
27249,86.6265,56.1157,5.93
27253,86.6457,1.1685,5.95
27265,86.6896,15.8225,6.0
27280,86.7173,9.5225,5.78
27288,86.739,-14.8219,3.55
27293,86.7502,51.521,6.47
27303,86.7691,-28.6389,6.22
27308,86.7825,-16.2381,6.18
27316,86.8048,14.4884,5.72
27317,86.8055,-54.3607,6.19
27319,86.8112,42.527,6.3
27321,86.8212,-51.0667,3.85
27325,86.8279,-35.6742,6.29
27338,86.8592,17.7292,5.47
27341,86.8621,-10.5329,6.04
27346,86.8844,63.5988,6.49
27353,86.8944,25.5686,6.48
27364,86.9288,13.8996,5.28
27366,86.9391,-9.6696,2.07
27386,87.001,6.4542,5.26
27421,87.0932,20.8695,6.03
27435,87.1454,-4.0941,5.97
27468,87.254,24.5676,4.88
27472,87.2695,62.8082,6.18
27483,87.2936,39.1811,4.51
27511,87.3873,12.6514,4.89
27512,87.3922,-44.8754,6.38
27517,87.4023,-14.4835,5.49
27530,87.4566,-56.1665,4.5
27533,87.473,-22.9719,5.87
27534,87.4731,-66.9012,5.1
27549,87.5112,9.8712,5.79
27560,87.5544,4.4235,5.96
27566,87.57,-79.3615,5.46
27583,87.6201,-52.7679,6.32
27581,87.6204,14.3057,5.54
27588,87.6251,2.0247,5.97
27621,87.7217,-52.1087,5.16
27625,87.7342,51.5147,6.29
27628,87.7398,-35.7693,3.12
27629,87.7421,27.9678,5.6
27639,87.76,37.3057,4.72
27654,87.8298,-20.8775,3.76
27658,87.8416,-7.518,5.36
27660,87.8463,-64.0336,6.35
27661,87.8573,32.1247,6.28
27670,87.8692,-22.9268,6.16
27673,87.8725,39.1485,3.97
27705,87.9983,-29.4494,6.47
27713,88.0322,-9.042,5.95
27731,88.0719,58.9641,6.14
27737,88.0841,-57.156,5.93
27743,88.0929,14.1718,5.6
27747,88.0975,19.8679,5.96
27750,88.1102,1.8552,4.76
27766,88.1382,-37.631,5.62
27777,88.1653,39.5747,6.4
27778,88.167,33.9174,6.04
27795,88.2312,68.4717,6.22
27810,88.2787,-33.8014,4.88
27830,88.3318,27.6123,4.56
27890,88.5246,-63.091,4.65
27900,88.5556,10.5864,6.13
27901,88.5585,-29.1471,6.34
27902,88.5655,3.2258,6.3
27913,88.5962,20.2764,4.39
27937,88.6713,-49.627,6.11
27938,88.6816,-11.7743,5.62
27939,88.6835,0.9686,5.99
27947,88.7088,-52.6361,5.29
27949,88.7116,55.7069,4.96
27955,88.7187,-39.9579,5.55
27965,88.7362,19.7496,5.92
27971,88.7409,59.8884,5.2
27973,88.7459,31.7019,5.9
27989,88.7929,7.407,0.45
28010,88.8745,-37.1206,4.97
28011,88.8756,-4.6165,5.87
28019,88.8974,-4.7885,6.28
28085,89.0592,-22.8401,5.95
28098,89.0873,-31.3825,5.52
28103,89.1013,-14.168,3.71
28110,89.1168,9.5094,5.97
28117,89.1407,28.9423,6.35
28118,89.1435,-23.2154,6.37
28138,89.2042,-31.9763,6.44
28139,89.2058,11.5212,5.89
28154,89.2338,24.2497,6.03
28180,89.3099,-53.4257,6.48
28199,89.3842,-35.2833,4.36
28205,89.3956,66.0961,6.24
28232,89.4771,1.2243,6.22
28237,89.4986,25.9539,4.81
28252,89.5488,-0.994,6.21
28271,89.6018,1.8371,5.89
28287,89.6565,-44.0346,5.81
28296,89.7066,0.553,5.21
28302,89.7218,12.8083,5.7
28321,89.7545,-9.3823,6.15
28325,89.7679,-9.5581,5.04
28328,89.7866,-42.8151,3.96
28343,89.8408,49.9245,5.9
28358,89.8815,54.285,3.72
28360,89.8824,44.9474,1.9
28380,89.9302,37.2128,2.65
28385,89.941,55.3211,6.42
28390,89.9498,54.5471,6.14
28404,89.9838,45.9368,4.3
28413,90.0139,-3.0741,4.53
28434,90.0736,-12.8999,6.21
28438,90.0789,44.5921,6.21
28484,90.205,-51.2166,5.65
28499,90.244,47.902,5.71
28500,90.2519,27.5724,6.04
28517,90.2919,31.0345,6.18
28520,90.3046,-25.4177,6.04
28524,90.3179,-33.9118,5.54
28532,90.334,85.1821,6.17
28561,90.4235,22.401,6.36
28562,90.4294,48.9595,5.98
28574,90.4601,-10.5979,4.92
28596,90.5388,-60.0968,6.41
28614,90.5958,9.6474,4.12
28622,90.6409,-14.4972,6.2
28634,90.688,47.8093,6.49
28637,90.7025,49.9058,6.04
28642,90.7229,43.3784,6.38
28644,90.7297,32.6362,6.23
28656,90.7679,57.0184,6.5
28675,90.8148,-26.2848,5.03
28677,90.8245,42.9119,6.08
28686,90.8532,11.6811,6.09
28691,90.864,19.6906,5.14
28716,90.9799,20.1385,4.64
28734,91.0301,23.2636,4.16
28744,91.0563,-6.709,5.19
28756,91.0845,-32.1727,5.65
28764,91.1188,-45.0372,6.35
28765,91.1213,51.5735,6.39
28790,91.1674,-45.0795,5.93
28812,91.2424,5.42,5.67
28814,91.2432,4.1587,5.63
28816,91.2464,-16.4844,4.92
28820,91.2608,37.9643,6.32
28823,91.2643,42.982,5.9
28829,91.2843,59.3933,6.32
28831,91.2888,75.5859,6.28
28854,91.3626,-10.2427,5.88
28855,91.3632,-35.5137,5.8
28861,91.3913,33.5991,6.23
28899,91.523,-29.7585,5.79
28908,91.5359,35.3885,6.12
28910,91.5389,-14.9353,4.67
28909,91.539,-66.0397,5.72
28930,91.5935,29.5124,6.01
28943,91.6338,-23.1108,5.46
28946,91.6462,38.4828,5.35
28949,91.6614,-4.1938,5.37
28951,91.6633,63.4538,6.42
28957,91.6711,-42.2988,6.15
28984,91.7397,-21.8123,5.74
28988,91.7576,-45.0916,6.48
28991,91.764,-62.1544,5.04
28992,91.7653,-34.312,5.82
29025,91.8615,41.8543,6.15
29034,91.8818,-37.2529,5.0
29038,91.893,14.7685,4.42
29048,91.9235,-19.166,5.28
29064,91.9703,-42.154,5.5
29114,92.0964,41.0558,6.34
29129,92.1443,-44.3562,6.26
29134,92.1848,-68.8435,5.06
29140,92.1988,-6.8214,6.46
29150,92.2411,-22.4273,5.49
29151,92.2413,2.4997,5.7
29178,92.3341,-18.1263,6.36
29185,92.3476,-49.563,6.48
29196,92.3852,22.1903,5.93
29205,92.3939,-14.5847,5.56
29210,92.4009,-5.7114,6.16
29225,92.4333,23.1135,5.75
29233,92.4465,-26.7011,6.27
29234,92.4496,-22.7745,5.71
29246,92.4958,58.9356,5.35
29263,92.5434,-40.354,5.54
29271,92.5592,-74.7525,5.08
29276,92.5746,-54.9687,4.72
29294,92.6445,-27.1542,5.72
29304,92.6664,-45.282,6.28
29323,92.7551,-6.7542,6.15
29326,92.7574,18.1305,6.37
29348,92.8068,60.4535,6.48
29347,92.8069,-26.4821,6.08
29353,92.8126,-65.5897,5.01
29371,92.8663,13.6386,6.04
29379,92.8846,24.4204,5.83
29388,92.9024,48.7111,5.78
29401,92.9322,-4.6654,6.18
29404,92.9413,52.6474,6.28
29417,92.9659,-6.5503,5.06
29426,92.985,14.2088,4.45
29433,93.0056,19.7906,5.76
29434,93.0137,16.1304,4.95
29451,93.0839,32.6934,5.78
29490,93.2127,65.7185,5.36
29509,93.2482,6.0163,6.45
29525,93.3019,10.6279,6.43
29568,93.4389,-23.8622,6.37
29569,93.4389,51.1726,6.07
29575,93.476,-3.7414,5.83
29616,93.6191,17.9064,5.86
29629,93.6529,-4.5685,5.83
29650,93.7122,19.1569,5.2
29651,93.7139,-6.2747,3.99
29655,93.7196,22.5068,3.31
29679,93.785,-20.2723,5.88
29678,93.7852,13.8511,5.91
29692,93.8238,-18.477,5.99
29696,93.8447,29.4987,4.32
29704,93.8547,16.1432,5.34
29705,93.859,-9.0358,6.09
29711,93.8736,-4.9146,5.99
29716,93.8932,-0.5117,5.62
29728,93.9174,6.0662,6.07
29730,93.9188,59.999,5.37
29735,93.937,-13.7184,5.0
29736,93.9374,12.5511,5.44
29746,93.9749,1.169,6.37
29771,94.0321,-16.618,5.97
29788,94.0785,-59.2127,6.44
29789,94.0794,23.97,6.09
29798,94.0991,17.1816,6.39
29800,94.1107,12.2717,5.04
29807,94.1381,-35.1407,4.37
29808,94.1483,-39.2643,6.0
29840,94.2446,23.7409,6.24
29842,94.2551,-37.7376,5.54
29843,94.2647,-22.7146,6.05
29850,94.2776,9.9425,5.39
29852,94.2899,-37.2534,5.88
29860,94.3177,5.0997,5.7
29895,94.4239,-16.8159,5.15
29913,94.4656,-52.733,6.4
29919,94.4785,61.5153,5.01
29931,94.5234,14.3828,6.12
29941,94.5572,-19.967,5.51
29949,94.5702,46.3608,6.33
29982,94.6681,9.0473,6.24
29993,94.7033,-15.025,6.04
29996,94.7108,-9.39,5.36
29997,94.7116,69.32,4.76
30011,94.7457,-20.9256,5.79
30019,94.7577,17.3253,6.27
30028,94.7831,-8.586,6.22
30060,94.9058,59.0109,4.44
30062,94.9091,-22.1031,6.29
30069,94.9206,-34.3966,5.76
30073,94.9283,-7.8229,5.27
30093,94.9984,-2.9445,4.91
30099,95.0176,14.6512,5.67
30122,95.0783,-30.0634,3.02
30141,95.1465,-23.6378,6.49
30143,95.151,-34.1442,5.55
30190,95.2726,-11.8173,6.32
30200,95.2996,29.5409,6.41
30214,95.353,-11.7732,5.48
30217,95.3574,2.2686,6.3
30218,95.358,17.7636,6.32
30247,95.4421,53.4524,5.34
30272,95.5148,59.3721,6.05
30277,95.5285,-33.4363,3.85
30318,95.6518,12.5703,6.0
30321,95.6593,-69.9841,5.56
30324,95.6749,-17.9559,1.98
30342,95.7328,-56.3699,5.6
30343,95.74,22.5139,2.87
30352,95.7562,-63.6832,6.3
30357,95.7765,56.9765,6.47
30376,95.8104,-31.7903,6.31
30382,95.827,3.7645,6.41
30407,95.8997,-9.8747,6.11
30419,95.9421,4.5928,4.39
30420,95.9423,-15.0713,6.27
30423,95.9455,-58.5439,6.47
30436,95.983,-25.5775,5.61
30438,95.9879,-52.6957,-0.62
30444,96.0042,-36.7079,5.62
30448,96.0095,8.885,6.24
30457,96.0431,-11.53,5.21
30463,96.0578,-60.2814,5.78
30468,96.0858,-12.9619,6.12
30480,96.1107,-63.4286,6.45
30501,96.1823,25.0487,6.35
30503,96.1833,-28.7798,6.37
30505,96.1854,-40.284,6.3
30517,96.2198,16.0572,6.35
30520,96.2246,49.2879,4.92
30524,96.2325,-63.8282,6.26
30541,96.3042,7.0857,6.26
30545,96.3184,-0.9454,5.88
30564,96.3674,14.722,6.3
30565,96.3694,-69.6908,5.37
30566,96.375,-35.064,6.24
30570,96.3873,23.3272,6.05
30591,96.4319,-48.1768,5.76
30595,96.4464,-3.889,6.33
30602,96.468,11.1259,6.39
30608,96.4951,-7.895,6.4
30627,96.54,-3.5158,6.42
30651,96.6078,56.285,5.53
30660,96.6435,-4.5974,6.16
30666,96.665,-1.5073,5.87
30669,96.6777,-14.6034,6.32
30675,96.6869,-7.5119,6.35
30679,96.7037,58.4174,5.21
30700,96.7537,-4.3556,6.5
30703,96.7672,-58.0021,5.82
30706,96.7816,-37.8956,6.48
30711,96.7978,-25.856,6.05
30717,96.8073,0.2993,5.19
30720,96.815,-0.276,5.55
30728,96.8353,2.9083,5.55
30741,96.898,32.5631,6.43
30769,96.9862,20.4963,6.22
30772,96.9899,-4.7621,5.06
30788,97.0426,-32.5801,4.47
30794,97.0604,70.5353,6.03
30798,97.0699,1.9127,6.48
30804,97.0783,10.304,6.16
30815,97.1171,16.2385,6.24
30827,97.142,30.4931,5.75
30836,97.1559,-17.466,5.76
30840,97.1635,-32.3713,5.74
30849,97.1766,-41.0749,6.32
30867,97.2045,-7.0331,3.76
30883,97.2408,20.2122,4.13
30906,97.3117,2.6463,6.17
30932,97.3689,-56.8528,5.2
30953,97.4547,-50.239,5.28
30972,97.5124,46.6855,5.88
30973,97.5125,-65.5684,6.28
30986,97.547,-10.0815,5.92
30988,97.5492,-19.2148,6.44
31024,97.6454,-13.1482,6.16
31037,97.6929,-27.7696,5.92
31039,97.6964,58.1635,5.86
31056,97.7496,-40.9163,6.19
31066,97.7898,11.2514,6.17
31068,97.7944,-61.8796,6.15
31072,97.8046,-35.2589,5.82
31079,97.8259,-51.8262,5.58
31084,97.8459,-12.3919,5.16
31086,97.85,-32.8686,6.31
31099,97.8956,-36.9402,6.26
31105,97.906,15.9035,6.38
31119,97.9512,11.5443,5.22
31121,97.9586,-8.1582,5.43
31125,97.964,-23.4184,4.34
31137,97.993,-58.7538,5.69
31158,98.0772,17.7843,6.26
31159,98.0801,4.856,5.88
31165,98.0889,-37.6965,5.25
31167,98.0964,-5.8687,5.6
31168,98.097,11.6736,6.08
31173,98.1133,32.4549,5.82
31190,98.1624,-32.0305,5.73
31205,98.1953,-11.1664,6.3
31216,98.226,7.333,4.47
31241,98.2927,-38.6251,6.44
31265,98.3596,-52.3293,6.18
31266,98.3612,-20.9239,6.39
31277,98.4007,14.1554,5.57
31278,98.408,-1.2201,5.09
31299,98.4562,-36.2323,5.42
31359,98.6367,55.353,6.45
31362,98.6472,-32.7163,5.62
31385,98.693,7.5725,6.44
31407,98.7441,-52.9756,4.35
31416,98.7641,-22.9648,4.54
31434,98.8003,28.0223,5.26
31446,98.816,0.8902,5.78
31448,98.8233,9.9884,5.93
31457,98.8509,-36.7799,5.59
31469,98.8784,-22.109,6.32
31509,98.9753,-36.0885,6.36
31564,99.0952,-18.6599,5.71
31579,99.1368,38.4456,5.4
31583,99.1472,-5.2111,5.52
31592,99.1708,-19.2557,3.95
31593,99.1711,-22.6148,6.35
31599,99.1942,-13.321,5.95
31603,99.2136,-41.5572,6.36
31617,99.2579,-38.1466,6.03
31637,99.3077,-36.9907,5.72
31646,99.3502,6.1354,6.05
31650,99.3637,24.5908,6.44
31662,99.4038,10.8534,6.39
31665,99.41,56.8575,5.87
31672,99.4181,2.7043,6.17
31674,99.4199,-12.9848,6.11
31676,99.4235,61.4819,5.94
31681,99.4279,16.3994,1.93
31685,99.4403,-43.1959,3.17
31688,99.4481,-32.3399,5.25
31697,99.4696,4.9567,6.14
31700,99.4726,-18.2375,4.42
31703,99.4802,73.6956,6.26
31711,99.5018,-61.5336,6.15
31733,99.5853,-2.5439,6.14
31736,99.5955,-23.5803,6.48
31737,99.5959,28.9844,5.76
31758,99.6476,-16.8735,6.01
31765,99.6568,-48.2202,5.05
31766,99.6591,1.6135,6.23
31771,99.6648,39.3911,5.7
31789,99.7049,39.9026,5.34
31813,99.772,22.0309,6.09
31827,99.8197,-14.1457,4.82
31832,99.8326,42.489,4.8
31850,99.8811,24.5999,6.43
31852,99.888,28.2632,6.02
31859,99.9009,-23.6956,6.05
31870,99.9278,-30.47,5.7
31876,99.9489,12.9828,5.99
31889,99.9911,44.0141,6.35
31897,100.0121,-80.8137,5.61
31940,100.1202,77.9958,5.75
31946,100.1343,71.7488,5.88
31977,100.2398,-71.7751,6.5
31978,100.2444,9.8958,4.66
31992,100.2727,0.4953,5.79
32007,100.3091,-40.3499,6.16
32012,100.3217,11.0032,6.19
32019,100.3371,28.1966,6.45
32020,100.3414,16.3977,6.28
32040,100.4074,35.932,6.48
32064,100.4849,-9.1674,5.21
32067,100.4968,6.3454,6.36
32091,100.5683,-38.3988,6.28
32104,100.6013,17.6455,5.2
32144,100.692,-22.4488,6.26
32173,100.7709,44.5245,5.04
32177,100.7775,3.0338,6.18
32190,100.8072,37.1474,6.21
32208,100.8473,-39.1931,6.3
32222,100.9031,-73.118,6.36
32226,100.911,3.9325,5.88
32246,100.983,25.1312,3.06
32249,100.9971,13.2281,4.49
32261,101.0478,53.2964,6.28
32268,101.0522,36.1093,6.37
32269,101.0534,-54.6955,6.47
32292,101.1186,-31.0705,5.23
32311,101.1894,28.971,5.42
32322,101.2165,-27.3424,6.43
32332,101.232,-70.4338,6.1
32349,101.2885,-16.7131,-1.44
32362,101.3226,12.8961,3.35
32366,101.3462,-31.7929,5.92
32368,101.3474,-23.4625,6.04
32385,101.38,-30.949,5.62
32402,101.4738,-52.4097,5.81
32404,101.4758,12.6936,6.47
32411,101.4975,-14.7961,5.3
32434,101.5506,-37.7753,6.19
32438,101.559,59.4417,4.86
32439,101.5603,79.5663,5.44
32463,101.6351,8.5872,5.92
32474,101.6626,-10.1074,5.66
32477,101.6737,-54.6951,6.45
32480,101.6847,43.577,5.24
32489,101.7062,57.1693,5.34
32492,101.7129,-14.426,5.28
32494,101.7196,-51.2654,5.39
32500,101.7438,-87.025,6.46
32504,101.7562,-21.0154,6.07
32531,101.828,-55.54,5.6
32533,101.8327,8.0373,4.77
32537,101.8392,-37.9297,5.27
32539,101.8477,18.1936,6.35
32558,101.9051,-8.9985,5.08
32562,101.9149,48.7895,5.22
32578,101.9652,2.4122,4.48
32607,102.0481,-61.942,3.24
32609,102.051,55.7044,5.54
32617,102.0795,-1.3188,5.75
32677,102.2406,-15.1447,5.39
32682,102.2652,1.0021,6.16
32698,102.3184,-2.272,5.75
32740,102.4222,32.6069,5.72
32744,102.4333,-24.076,6.31
32746,102.4346,37.5127,6.49
32753,102.4577,16.2029,5.87
32759,102.4603,-32.5085,3.5
32761,102.4638,-53.6225,4.41
32765,102.4776,-46.6155,5.14
32768,102.4839,-50.6144,2.94
32775,102.5042,-60.2494,6.11
32809,102.5907,-17.0846,5.77
32810,102.5973,-31.7061,5.74
32814,102.6062,13.4132,5.68
32827,102.654,-25.7784,6.32
32838,102.6763,-8.041,6.31
32844,102.6915,41.7816,4.99
32851,102.7076,-0.5404,5.78
32855,102.7181,-34.3673,4.99
32864,102.7379,67.5719,5.14
32912,102.8624,-70.9635,5.41
32918,102.8857,-48.2927,6.42
32921,102.8877,21.7612,5.28
32931,102.9141,3.0421,6.37
32938,102.9269,-36.2301,5.94
32968,103.0,23.6017,5.68
32990,103.0953,-5.3162,6.3
33012,103.1893,-59.3413,6.41
33015,103.1964,-43.9756,6.47
33018,103.1973,33.9614,3.6
33024,103.2062,8.3804,5.75
33040,103.2513,-26.9575,6.33
33041,103.2559,38.8691,6.1
33044,103.2648,35.788,6.03
33048,103.2711,59.4487,5.34
33056,103.2816,44.8401,6.24
33064,103.3057,38.4384,6.32
33077,103.3285,-19.0328,5.65
33079,103.341,-18.9329,6.13
33082,103.3433,10.9969,6.3
33092,103.3871,-20.2243,4.82
33094,103.3906,-28.5387,6.05
33104,103.426,68.8883,5.11
33126,103.4811,-24.5388,6.23
33133,103.4878,38.5051,6.46
33139,103.5096,-50.6121,6.24
33152,103.5331,-24.1842,3.89
33154,103.5358,-5.8522,6.39
33160,103.5478,-12.0386,4.08
33184,103.6027,-1.127,5.44
33189,103.6112,-42.3656,6.32
33202,103.6608,13.178,4.73
33210,103.6752,-1.7565,6.2
33243,103.7455,-2.8036,6.03
33248,103.7614,-20.4049,5.8
33269,103.8111,43.91,6.16
33271,103.8134,45.8266,6.31
33277,103.8279,25.3756,5.74
33297,103.8943,8.3243,6.28
33302,103.9058,-20.1366,4.66
33316,103.9455,-22.9414,5.29
33330,103.9782,-31.7902,6.36
33345,104.0277,-14.0434,5.0
33347,104.0343,-17.0542,4.36
33357,104.0666,-48.7212,4.94
33372,104.1077,9.9566,5.9
33377,104.1336,46.274,5.85
33384,104.1437,-79.4202,5.45
33394,104.1904,-35.3413,6.27
33415,104.2339,46.7055,5.88
33420,104.2504,-8.1793,6.31
33421,104.2522,33.681,5.91
33444,104.3047,57.5632,6.03
33449,104.3192,58.4231,4.35
33451,104.3234,-35.5072,6.23
33453,104.3271,37.3947,6.48
33465,104.3566,11.9076,6.26
33478,104.3915,-24.6311,5.45
33485,104.4047,45.0941,4.9
33492,104.4277,-27.5375,6.22
33532,104.5315,-27.1644,6.36
33558,104.6046,-34.1117,5.07
33575,104.6496,-25.4142,5.59
33577,104.6516,-56.3948,6.46
33579,104.6564,-28.9721,1.5
33584,104.6622,7.6224,6.25
33588,104.6659,-55.7289,6.26
33590,104.6739,-45.7676,6.23
33591,104.6821,-30.9981,6.41
33595,104.698,26.0809,6.2
33603,104.7376,3.6024,5.96
33614,104.762,38.0526,6.02
33644,104.8341,7.317,6.34
