hip_id,ra_degrees,dec_degrees,magnitude
61384,188.6836,70.0218,4.95
61394,188.713,22.6292,4.8
61404,188.7269,-67.7569,6.11
61418,188.7823,18.377,5.03
61420,188.784,21.8814,5.86
61443,188.8741,-61.8414,6.22
61468,188.9401,-41.0219,5.12
61496,188.9949,-20.5274,6.2
61498,189.0045,-39.8694,5.78
61557,189.1944,-50.3354,6.4
61558,189.1974,-5.8319,5.88
61571,189.2431,17.0896,5.7
61585,189.2962,-69.1355,2.69
61621,189.4259,-27.1387,5.41
61622,189.4264,-48.5413,3.85
61637,189.5185,3.2825,6.33
61658,189.5936,1.8547,5.68
61688,189.6862,-18.2502,6.0
61692,189.6929,40.8747,6.35
61703,189.7182,-67.193,6.22
61719,189.7592,22.6595,6.39
61720,189.7645,-30.4223,5.86
61724,189.7807,21.0626,5.49
61738,189.811,-75.3706,6.46
61740,189.8117,-7.9955,4.66
61748,189.8202,35.952,6.39
61789,189.969,-39.9872,4.63
61796,189.9829,-66.5111,6.26
61910,190.3168,-13.0139,5.17
61916,190.346,-46.1457,5.84
61932,190.38,-48.9599,2.2
61936,190.3915,62.7131,6.02
61937,190.3936,10.4263,6.22
61941,190.4167,-1.4495,2.74
61951,190.4563,-19.7591,6.02
61960,190.4709,10.2358,4.88
61966,190.4858,-59.6858,4.91
61968,190.4882,6.8066,5.57
61981,190.521,-69.4076,6.31
62012,190.6482,-48.813,4.66
62026,190.7075,-55.947,6.06
62027,190.7095,-63.0586,5.27
62046,190.7675,61.1554,6.39
62058,190.7884,-56.1762,5.99
62081,190.8593,-40.1778,6.43
62084,190.8683,-58.9027,6.41
62103,190.9084,-1.5768,5.91
62128,190.9944,-36.3491,6.38
62131,191.0023,-28.3239,5.46
62170,191.1079,80.6211,6.33
62172,191.113,44.103,6.34
62207,191.2487,39.2786,5.95
62212,191.2586,-68.8307,6.16
62223,191.2826,45.4402,5.42
62267,191.4047,7.6733,5.22
62268,191.408,-60.9812,4.69
62322,191.5703,-68.1081,3.04
62325,191.5932,9.5408,5.65
62327,191.5948,-56.4888,4.62
62356,191.6615,16.5776,5.12
62360,191.6926,-33.3154,5.87
62376,191.7595,5.9505,6.31
62394,191.8067,11.9581,6.11
62402,191.8289,62.7811,5.88
62421,191.8893,-6.3016,6.27
62423,191.8931,66.7903,5.43
62434,191.9305,-59.6887,1.25
62443,191.9642,3.5727,6.42
62448,191.9736,-24.8517,6.43
62478,192.0599,13.5531,6.47
62500,192.1098,-27.5972,5.65
62512,192.1639,60.3199,5.83
62516,192.1744,48.4668,6.25
62523,192.1969,24.8405,6.29
62541,192.2258,14.1226,5.71
62561,192.2783,83.4178,5.92
62572,192.3075,83.4129,5.38
62576,192.323,27.5523,5.76
62600,192.4085,48.74,6.5
62608,192.4373,-71.9862,5.55
62641,192.545,37.5169,5.87
62653,192.5718,22.8636,6.43
62655,192.5814,-48.4596,6.26
62683,192.6716,-33.9993,4.9
62703,192.7413,-52.7874,5.7
62732,192.8249,-60.3298,5.71
62743,192.8456,-10.3382,6.48
62757,192.9038,3.0567,6.02
62763,192.9247,27.5407,4.93
62786,192.9873,-39.6804,5.99
62788,192.9915,-26.7384,6.14
62799,193.0228,-48.0943,6.31
62807,193.0511,17.074,6.32
62821,193.1025,-53.8299,6.26
62825,193.1147,16.1225,6.29
62861,193.2678,-54.9525,5.91
62867,193.2791,-48.9433,4.33
62875,193.2971,-3.5531,6.11
62886,193.324,21.245,4.89
62894,193.3412,-60.3285,5.75
62896,193.3589,-40.1788,4.25
62904,193.3842,19.4815,6.42
62915,193.4088,-4.2245,6.45
62931,193.4538,-60.3762,5.89
62933,193.457,12.4185,6.25
62956,193.5068,55.9598,1.76
62972,193.5548,33.5344,6.25
62983,193.5781,-11.6486,6.0
62985,193.5882,-9.5389,4.77
63003,193.6486,-57.1779,4.03
63005,193.6538,-57.1686,5.08
63007,193.6634,-59.1467,4.62
63024,193.7356,47.1967,5.75
63031,193.7431,-85.1234,5.45
63033,193.7446,-44.1514,5.89
63066,193.8311,-42.9157,5.46
63076,193.869,65.4385,5.23
63090,193.902,3.3976,3.39
63109,193.9719,-15.327,6.18
63117,193.9881,-56.8358,5.34
63121,194.0025,38.3147,5.61
63125,194.0077,38.3182,2.89
63143,194.0735,54.0995,5.84
63165,194.1322,-72.1852,5.93
63204,194.2427,-54.5873,6.48
63210,194.2683,-51.1987,5.17
63211,194.2825,46.1769,6.11
63220,194.3028,-12.0669,6.33
63243,194.3882,-22.7535,6.31
63297,194.5786,64.9255,6.44
63340,194.6971,75.4725,6.0
63355,194.7311,17.4094,4.76
63414,194.9148,-3.8119,5.79
63432,194.9803,66.5973,5.37
63462,195.0687,30.785,4.88
63490,195.1363,-33.5051,6.01
63494,195.1498,-3.3686,5.99
63497,195.1619,18.3729,6.2
63503,195.1816,56.3663,4.93
63533,195.2901,17.1232,5.97
63584,195.4465,63.6102,6.01
63608,195.5448,10.9591,2.85
63613,195.5657,-71.5488,3.61
63647,195.6686,59.7163,6.5
63688,195.7723,-71.4757,5.93
63724,195.8889,-49.5272,4.83
63738,195.9418,-20.5835,5.58
63820,196.201,-41.1963,6.24
63822,196.2074,73.025,6.43
63849,196.2779,-47.1168,6.44
63883,196.3784,-52.1157,6.43
63901,196.4353,35.7989,5.2
63916,196.4678,45.2685,5.64
63945,196.5697,-48.4633,4.71
63948,196.5887,21.1535,6.0
63950,196.5941,22.6163,5.53
63952,196.5953,62.042,6.15
63972,196.646,-41.5884,5.59
64003,196.726,-35.8618,5.63
64004,196.7278,-49.9062,4.27
64022,196.7946,27.6249,4.8
64033,196.8513,-59.8605,5.98
64053,196.9097,-53.4597,5.7
64077,196.9736,27.5561,6.2
64078,196.9742,-10.7404,5.15
64094,197.0298,-65.306,5.44
64108,197.0855,-78.446,6.43
64117,197.116,-67.7968,6.34
64122,197.1354,-8.9842,5.57
64166,197.2637,-23.118,4.94
64179,197.3018,10.0225,5.79
64181,197.3095,-9.5381,6.32
64212,197.4113,37.4231,6.01
64217,197.4252,38.5339,6.25
64224,197.4387,-10.3293,5.95
64226,197.4495,16.8486,5.91
64238,197.4876,-5.5389,4.38
64241,197.4981,17.5291,4.32
64246,197.5136,38.4989,5.91
64320,197.7436,-52.5669,6.05
64332,197.7873,-42.2328,5.78
64348,197.8471,-43.3685,5.24
64375,197.9135,-26.5517,6.49
64390,197.9641,-69.942,5.92
64394,197.9705,27.876,4.23
64395,197.9711,-63.303,6.32
64408,198.0144,-37.8031,4.85
64407,198.0145,-16.1979,5.04
64417,198.0351,24.2581,6.31
64425,198.0735,-59.9205,4.58
64437,198.1061,80.4713,6.25
64445,198.1373,11.5562,5.76
64466,198.2032,-66.2268,5.91
64472,198.2119,-42.6997,6.19
64478,198.2321,-59.8163,6.18
64496,198.3022,18.7271,6.1
64515,198.3474,-50.6998,5.9
64520,198.3619,-18.8264,6.26
64530,198.3998,36.8876,6.5
64540,198.4291,40.1528,4.94
64557,198.4908,-43.1392,6.16
64577,198.5457,-19.9313,5.31
64580,198.5506,-58.6839,5.91
64583,198.5643,-59.1029,4.9
64587,198.5723,-78.4474,5.84
64607,198.6302,11.3318,5.64
64623,198.6807,-48.9568,5.84
64651,198.7895,-36.3714,6.17
64661,198.8125,-67.8946,4.79
64682,198.8574,-69.6792,6.37
64692,198.8835,40.8552,5.77
64725,198.9941,-19.9428,5.21
64751,199.0598,19.0517,6.46
64774,199.1194,68.408,6.2
64779,199.1347,19.7852,6.43
64790,199.1877,-65.1381,6.06
64792,199.1946,9.4237,5.19
64797,199.2111,17.0178,6.49
64803,199.2213,-31.5061,5.1
64820,199.3043,-66.7834,4.86
64822,199.308,-43.9794,5.82
64823,199.3151,13.6756,5.33
64838,199.3746,-0.676,6.36
64844,199.386,40.5726,4.72
64852,199.4012,5.4698,4.78
64906,199.5606,49.682,5.14
64924,199.604,-18.3086,4.74
64927,199.6154,34.0983,5.81
64933,199.6454,-51.2857,6.18
64951,199.7014,-79.976,6.34
64962,199.7302,-23.1714,2.99
64979,199.7678,35.1279,6.01
64994,199.8291,-72.0355,6.04
65072,200.0791,40.1506,5.6
65108,200.1461,-59.7728,6.2
65109,200.1503,-36.7121,2.75
65112,200.1577,-52.7478,5.47
65119,200.1734,2.9423,6.26
65129,200.2014,-55.8007,6.0
65144,200.2407,-46.8801,5.76
65183,200.3742,-19.4893,6.21
65198,200.4237,2.0874,5.69
65230,200.5165,43.9033,6.34
65241,200.5405,5.1549,5.89
65247,200.5679,-52.183,5.81
65271,200.6582,-60.9884,4.52
65288,200.7187,-47.9432,6.18
65289,200.7193,-72.1467,6.06
65301,200.7548,-17.7352,5.36
65303,200.7609,-48.5628,6.37
65311,200.786,-33.1899,6.17
65323,200.8288,-4.9244,5.88
65372,200.9674,-49.8227,6.48
65376,200.9747,37.0339,6.1
65378,200.9809,54.9254,2.23
65381,200.9879,-20.9245,6.44
65387,201.0018,-64.5356,4.52
65417,201.1272,12.4317,6.44
65420,201.1381,-5.1639,5.76
65466,201.2779,23.8544,5.75
65468,201.2807,-74.8875,5.04
65474,201.2984,-11.1612,0.98
65477,201.3059,54.988,3.99
65479,201.3089,-64.4851,5.32
65522,201.46,-70.6273,5.65
65530,201.5015,63.2607,6.5
65535,201.5318,-39.755,5.11
65536,201.5334,72.3915,5.82
65545,201.5478,-1.1925,5.97
65550,201.5691,46.0281,5.88
65581,201.6802,-12.7076,5.27
65593,201.7338,-41.4976,5.69
65595,201.7384,78.6438,5.74
65606,201.7767,-49.1437,6.31
65621,201.8111,-40.1627,6.4
65630,201.8361,-49.3813,6.27
65639,201.8635,-15.9736,4.76
65678,201.9989,52.7456,6.34
65682,202.0078,-26.4022,6.49
65721,202.1081,13.7802,4.97
65723,202.1093,40.7298,6.49
65728,202.1132,59.9457,5.4
65754,202.1908,50.7188,6.42
65755,202.1951,-69.6271,6.17
65783,202.2833,-64.6758,6.09
65790,202.3043,10.8184,5.65
65796,202.3123,-1.3643,6.42
65810,202.3552,-51.1651,5.04
65835,202.4284,-23.2814,6.4
65862,202.5003,7.1788,6.18
65892,202.6071,-6.4703,6.1
65936,202.7611,-39.4073,3.9
65951,202.816,42.1061,6.07
65969,202.8884,-28.1127,6.48
66006,202.9914,-6.2557,4.68
66015,203.0119,-18.7288,6.01
66019,203.0225,-38.3988,6.14
66060,203.1438,-29.5653,6.45
66065,203.1498,-28.6927,5.69
66086,203.2007,24.3472,6.11
66091,203.2154,-15.363,5.52
66098,203.242,-10.1649,5.21
66152,203.3997,-65.6326,6.36
66198,203.5305,55.3484,5.6
66200,203.5329,3.659,4.92
66223,203.591,38.7892,6.37
66234,203.6141,49.0159,4.68
66236,203.6208,-48.2721,6.32
66247,203.6687,-13.2143,5.92
66249,203.674,-0.5959,3.38
66251,203.6784,76.5467,6.46
66254,203.6817,-33.3108,6.46
66257,203.6989,37.1824,4.91
66320,203.8804,-5.3964,5.7
66326,203.8891,10.2051,6.48
66385,204.1662,49.4867,6.48
66400,204.2021,-26.4952,5.73
66405,204.2107,-34.4678,6.48
66417,204.2462,24.6133,5.72
66427,204.2752,-44.1432,5.96
66435,204.2961,71.2423,5.5
66438,204.3008,-61.6916,5.63
66454,204.3479,-46.4278,5.91
66458,204.3654,36.2948,4.82
66521,204.5318,-58.4146,6.41
66522,204.5328,14.302,6.49
66563,204.6755,-29.5607,5.81
66574,204.691,-70.4448,6.11
66575,204.704,-57.6227,6.0
66594,204.7596,18.2654,6.46
66607,204.8002,-75.6838,6.32
66613,204.8122,51.8042,6.49
66634,204.8774,52.9211,5.46
66640,204.8945,10.7463,5.57
66645,204.9202,-39.7476,6.29
66656,204.9524,-40.0516,5.61
66657,204.972,-53.4664,2.29
66666,204.9996,-49.95,5.74
66681,205.045,-64.5766,5.79
66690,205.0651,31.0118,6.21
66700,205.0893,57.2075,6.28
66704,205.0973,50.5193,6.31
66725,205.163,28.0651,6.22
66727,205.1687,19.9557,5.73
66738,205.1846,54.6817,4.63
66753,205.2341,-85.786,5.56
66763,205.2598,22.4958,5.63
66798,205.3742,64.8224,5.85
66803,205.4035,-8.7031,5.03
66821,205.4367,-54.5594,4.99
66849,205.5047,-58.787,5.38
66860,205.5541,8.3886,6.16
66878,205.5956,82.7525,5.92
66892,205.6203,41.6743,6.3
66903,205.6641,78.0643,5.91
66907,205.6809,34.989,5.98
66923,205.7277,-50.7902,6.43
66924,205.7294,-41.401,5.96
66925,205.7338,-56.768,6.0
66936,205.7662,3.5381,5.35
66984,205.9171,-42.0675,5.96
66992,205.9381,22.7005,6.12
67005,205.9783,52.0644,6.02
67036,206.0668,-51.0124,6.44
67057,206.1242,-16.1791,5.55
67071,206.1904,-25.5009,6.21
67103,206.3046,55.8802,6.47
67104,206.3061,10.3254,6.42
67139,206.3962,-15.7674,6.18
67143,206.4039,-26.116,5.81
67153,206.4232,-33.0434,4.23
67172,206.4847,-12.4265,5.5
67194,206.5568,41.0888,5.88
67199,206.5606,-54.6833,6.42
67210,206.5796,38.5037,5.92
67231,206.6486,54.4327,5.68
67234,206.664,-51.4327,4.64
67239,206.6806,25.7024,5.97
67244,206.7348,-36.2519,5.15
67246,206.7393,6.3506,6.33
67250,206.7495,38.5427,5.51
67261,206.7953,-62.5897,6.4
67271,206.8059,-9.7094,6.04
67275,206.8168,17.4568,4.5
67288,206.8556,-17.8598,5.41
67292,206.8649,-50.2493,5.92
67301,206.8856,49.3133,1.85
67304,206.9111,-50.3207,5.46
67384,207.1614,31.1901,5.61
67457,207.3615,-34.4506,4.19
67459,207.3696,15.7978,4.05
67464,207.3762,-41.6877,3.41
67472,207.4042,-42.4737,3.47
67480,207.4284,21.2641,4.92
67483,207.4374,36.6328,6.43
67485,207.4393,61.4895,5.97
67494,207.4681,-18.1341,4.96
67523,207.5273,-29.0812,6.19
67537,207.5808,-39.9008,6.43
67545,207.6028,5.4972,6.0
67548,207.6157,58.5394,6.45
67589,207.7475,68.3154,6.39
67605,207.7884,34.6645,5.89
67620,207.8363,-24.3898,6.43
67627,207.8581,64.7233,4.58
67648,207.9024,-36.433,6.34
67663,207.9468,-46.8986,5.77
67664,207.9476,-69.4012,5.73
67665,207.9479,34.4443,4.76
67669,207.9568,-32.994,4.32
67696,208.0042,-31.6191,6.11
67703,208.0204,-52.8115,5.26
67714,208.0766,12.1652,6.1
67778,208.2852,40.338,6.48
67782,208.2932,28.6481,5.91
67786,208.3023,-31.9276,4.75
67787,208.304,17.9329,5.71
67819,208.3868,-35.6642,5.53
67836,208.4296,-53.3733,5.87
67848,208.4627,53.7287,5.7
67851,208.4678,-35.3142,6.17
67861,208.4885,-47.1282,5.83
67890,208.5698,-28.5694,6.05
67927,208.6713,18.3986,2.68
67929,208.6758,-1.5031,5.16
67942,208.7047,-67.6521,5.74
67953,208.7429,-8.0588,6.19
67973,208.8007,-52.1608,5.66
68002,208.8851,-47.2883,2.55
68009,208.9125,-82.6661,5.95
68030,208.959,14.0565,6.16
68065,209.0439,32.0325,6.31
68079,209.0829,-46.5927,5.82
68080,209.0833,-54.1324,6.14
68092,209.1162,1.0505,5.9
68101,209.1374,-54.7041,6.0
68103,209.1423,27.4922,5.02
68177,209.3656,-23.0227,6.14
68184,209.3837,61.4923,6.49
68191,209.4122,-63.6866,4.71
68224,209.4952,-25.9981,6.42
68245,209.5679,-42.1007,3.83
68269,209.6299,-24.9722,5.2
68270,209.6303,-65.8006,6.2
68276,209.6622,21.6963,5.76
68279,209.6664,14.6494,6.01
68282,209.6699,-44.8035,3.87
68333,209.8227,-50.3696,5.92
68380,209.9554,-3.5497,6.36
68390,210.001,-25.0102,5.77
68413,210.0728,-61.4809,6.49
68431,210.1369,-78.59,6.09
68455,210.2192,-66.2689,5.96
68478,210.2939,27.3865,6.23
68493,210.3295,-40.2219,6.12
68498,210.335,8.8949,5.98
68516,210.4035,17.6686,6.36
68520,210.4116,1.5446,4.23
68523,210.4312,-45.6034,4.34
68537,210.4613,68.6787,6.34
68567,210.5507,45.7536,6.28
68581,210.595,-27.4298,5.47
68594,210.6332,9.6863,6.18
68637,210.7491,50.9718,6.16
68641,210.7571,-31.6842,6.18
68643,210.7674,-17.367,6.32
68670,210.8607,-56.2134,5.93
68673,210.8646,-41.4233,6.08
68682,210.8846,10.7875,6.27
68687,210.9033,7.5462,6.25
68702,210.956,-60.373,0.61
68705,210.9712,-22.4216,6.3
68707,210.9823,4.901,6.24
68739,211.0607,-5.3814,6.39
68756,211.0976,64.3758,3.67
68763,211.1125,-14.9717,6.35
68776,211.156,2.2975,6.28
68815,211.3338,-76.7967,5.69
68842,211.4439,-54.6693,6.2
68862,211.5116,-41.1796,4.36
68872,211.5455,-43.0916,6.18
68895,211.5928,-26.682,3.25
68902,211.6048,-59.7159,6.39
68933,211.6722,-36.3687,2.06
68940,211.6788,-9.3135,5.46
68956,211.7353,74.5938,6.43
69011,211.9202,-48.704,6.43
69012,211.9232,-49.8679,6.45
69038,211.9823,43.8545,5.13
69065,212.0595,-63.208,6.39
69068,212.0723,49.458,5.26
69090,212.1154,-74.8507,6.02
69107,212.1924,59.3377,6.47
69112,212.2125,77.5474,4.8
69113,212.2163,-43.4707,6.19
69122,212.2344,-59.2767,6.34
69127,212.2525,-10.3346,6.45
69174,212.3961,-51.5046,5.96
69191,212.479,-53.4387,4.74
69226,212.5998,25.0918,4.82
69241,212.6288,-70.3055,6.07
69269,212.7103,-16.302,4.93
69298,212.7581,-69.7193,6.07
69316,212.8131,32.2958,6.14
69340,212.8803,1.3623,6.42
69373,213.0169,69.4327,5.18
69389,213.066,2.4095,4.99
69398,213.1023,-24.3633,6.35
69415,213.1918,-27.2611,5.07
69427,213.2239,-10.274,4.18
69458,213.3052,-26.6123,6.23
69462,213.3184,-53.6657,5.53
69483,213.3706,51.79,4.53
69491,213.416,-54.6256,6.09
69493,213.4195,-0.8451,5.89
69536,213.5222,12.9596,5.53
69564,213.5895,-5.9479,6.36
69569,213.5982,41.519,6.23
69585,213.6486,13.9753,6.45
69592,213.6706,21.8734,6.38
69598,213.6782,-41.8374,5.61
69612,213.7119,10.101,5.29
69614,213.721,3.3359,6.41
69618,213.7382,-57.0861,5.03
69623,213.7553,-29.2819,6.1
69655,213.8389,-53.5099,6.4
69658,213.8505,-18.2007,5.53
69671,213.9107,-45.0004,6.31
69673,213.9181,19.1873,-0.05
69701,214.0037,-5.9995,4.07
69704,214.01,45.5661,6.5
69713,214.042,51.367,4.75
69727,214.0892,-6.6215,6.44
69732,214.0966,46.0879,4.18
69735,214.1016,39.7447,6.38
69747,214.1257,-3.1962,6.15
69751,214.1372,20.1221,6.25
69763,214.1614,-66.5879,5.72
69773,214.2031,-8.8844,6.47
69778,214.2299,-77.6642,6.48
69792,214.2658,-18.5857,6.22
69818,214.3382,51.3074,6.19
69829,214.3685,15.2634,5.84
69862,214.455,48.0021,6.32
69879,214.4992,35.5095,4.8
69881,214.5024,-7.5418,6.47
69896,214.5582,-81.0076,4.89
69929,214.6596,-18.7159,5.86
69958,214.733,54.8638,6.47
69965,214.7547,-25.8163,5.87
69974,214.7775,-13.3712,4.52
69977,214.7799,-27.1412,6.35
69989,214.8176,13.0044,5.41
69995,214.8496,-37.0028,5.93
69996,214.851,-46.0581,3.55
70012,214.8856,-2.2653,5.14
70022,214.9207,0.3844,6.18
70027,214.9388,16.3068,4.84
70029,214.9488,38.7941,6.33
70035,214.9654,-61.2728,5.22
70038,214.9719,-6.7461,6.42
70051,215.0361,30.4291,6.45
70054,215.0405,-43.0589,5.55
70069,215.0815,-56.3865,4.3
70090,215.1395,-37.8853,4.05
70104,215.1773,-45.1869,4.78
70236,215.5584,29.37,6.5
70243,215.5822,-34.7868,5.57
70248,215.5967,-80.1089,5.06
70264,215.6547,-58.4592,4.76
70270,215.6613,-48.3198,6.1
70300,215.7594,-39.5118,4.41
70306,215.7746,-27.7537,4.78
70310,215.7788,25.338,6.22
70319,215.8131,1.2427,6.25
70320,215.814,-47.417,6.41
70325,215.8344,-50.7722,6.03
70327,215.8448,8.4466,4.86
70336,215.8568,-11.7139,6.22
70363,215.9527,-53.1762,5.99
70384,216.0037,8.244,5.94
70385,216.0083,27.4132,6.39
70400,216.0475,5.8201,5.1
70414,216.0764,8.0848,6.19
70418,216.0924,-82.8482,6.42
70451,216.1702,-44.311,6.43
70452,216.1704,-11.6696,6.49
70469,216.2028,-24.8063,5.34
70492,216.2764,-68.1953,5.56
70497,216.3001,51.8517,4.04
70501,216.3235,-13.3532,6.49
70517,216.3714,38.3931,6.28
70528,216.4158,-66.1729,6.36
70538,216.4491,-26.8521,6.48
70574,216.5343,-45.2214,4.56
70576,216.545,-45.3793,4.33
70580,216.5564,-42.3185,6.33
70602,216.6142,19.2268,5.4
70626,216.7079,-39.8739,6.36
70638,216.7323,-83.6679,4.31
70657,216.7796,-65.8216,5.87
70663,216.8012,-46.1341,5.83
70680,216.8518,-6.1202,6.18
70692,216.8813,75.6959,4.25
70753,217.0435,-29.4916,4.97
70755,217.0509,-2.228,4.81
70762,217.0686,36.197,6.22
70791,217.1587,49.845,5.58
70794,217.1739,-6.9004,5.42
70798,217.1813,-59.1975,6.46
70809,217.2164,-47.992,6.4
70873,217.4028,41.7964,6.36
70874,217.4045,-76.729,6.06
70892,217.457,31.7912,6.06
70894,217.4605,0.8289,5.96
70915,217.5361,-45.3213,5.51
70931,217.5875,-49.5189,5.38
70949,217.6891,4.7723,6.01
70952,217.6929,63.1858,6.1
70966,217.7359,-40.8451,6.39
70987,217.7952,-38.8698,5.99
71002,217.8183,-67.7171,5.84
71040,217.9286,60.2256,6.26
71053,217.9577,30.3711,3.57
71075,218.0198,38.3079,3.04
71094,218.0845,26.6773,6.0
71111,218.1289,55.398,5.74
71115,218.1359,22.26,5.91
71121,218.1545,-50.4571,4.44
71154,218.2901,-30.715,6.07
71168,218.3344,36.9592,6.39
71182,218.3749,-52.6795,5.86
71184,218.3853,-54.9986,5.86
71196,218.4109,79.6602,6.27
71243,218.5485,32.5345,6.32
71251,218.5654,57.0658,6.46
71277,218.6605,36.6262,6.02
71280,218.6653,49.3682,5.74
71284,218.6695,29.7448,4.47
71295,218.7113,-20.4394,6.49
71333,218.8211,-60.0156,6.39
71352,218.8769,-42.1577,2.33
71353,218.8812,-41.5174,5.88
71406,219.0287,23.2503,6.39
71419,219.0794,-46.2455,5.55
71429,219.1006,-39.5973,6.13
71453,219.184,-40.2115,5.74
71469,219.2512,-12.3062,6.2
71494,219.3018,-53.0607,6.49
71500,219.334,-46.1334,5.39
71510,219.3687,2.2774,6.45
71530,219.445,-67.9313,6.03
71536,219.4719,-49.4258,4.05
71568,219.5528,43.6421,5.74
71571,219.5584,18.2985,5.9
71573,219.5634,54.0234,5.83
71581,219.5806,-38.7941,6.04
71618,219.7095,44.4045,5.39
71639,219.7959,-46.584,6.06
71658,219.8527,-49.055,6.37
71681,219.9141,-60.8395,1.35
71683,219.9204,-60.8351,-0.01
71729,220.0912,21.9758,6.13
71746,220.1366,-56.4407,6.3
71759,220.1765,13.5344,5.93
71762,220.1815,16.4183,4.49
71783,220.2559,-36.1348,5.67
71795,220.2872,13.7283,3.78
71832,220.4115,8.1618,4.86
71837,220.4317,11.6609,5.55
71853,220.4635,-30.9331,6.38
71857,220.476,21.1237,6.4
71860,220.4824,-47.3881,2.3
71861,220.4831,-58.6157,6.21
71865,220.4901,-37.7934,4.01
71870,220.499,-77.0114,6.34
71876,220.5132,61.262,6.24
71908,220.6279,-64.9746,3.18
71957,220.7648,-5.6574,3.87
71974,220.8065,-24.9977,5.7
71995,220.8557,26.5279,4.8
72000,220.8673,-62.9667,6.39
72010,220.9145,-35.1732,4.06
72012,220.9352,40.4592,5.72
72097,221.2315,-58.4774,6.1
72104,221.2466,-35.1918,4.92
72105,221.2469,27.0742,2.35
72121,221.2957,-55.6016,6.1
72122,221.2989,-1.4175,6.06
72124,221.307,32.7885,6.27
72125,221.3104,16.9644,4.6
72131,221.3219,-62.8755,5.36
72135,221.3285,-51.3149,6.44
72139,221.3357,18.8849,6.15
72154,221.376,0.7173,5.68
72194,221.4907,-15.4595,6.33
72197,221.5007,-25.4429,5.15
72208,221.525,15.1317,5.78
72210,221.5281,-23.1529,5.8
72217,221.5455,-21.1757,6.43
72220,221.5625,1.8929,3.73
72250,221.6209,-47.4411,5.74
72290,221.7555,-52.3833,5.22
72296,221.7711,-38.2904,5.9
72308,221.8025,-52.2052,6.07
72310,221.8069,-21.3249,6.05
72323,221.844,-25.6242,5.61
72338,221.8838,-43.5568,6.3
72357,221.9366,-26.0875,5.23
72370,221.9655,-79.0447,3.83
72373,221.9788,-12.8398,6.34
72378,221.9899,-26.6461,5.76
72412,222.0975,24.3667,6.15
72432,222.1586,-36.6346,5.89
72438,222.1857,-66.5935,5.91
72449,222.2254,-0.8477,6.15
72469,222.2789,37.8109,6.15
72471,222.2799,-56.6675,6.21
72487,222.3278,46.1164,5.76
72488,222.3282,-24.2515,5.68
72489,222.3295,-14.149,5.32
72508,222.3849,51.3745,6.49
72518,222.4044,-68.9362,6.5
72524,222.4223,48.7206,5.68
72552,222.4933,28.6158,5.8
72567,222.5655,23.9118,5.86
72571,222.5728,-27.9602,4.42
72573,222.5818,82.5125,5.63
72582,222.6242,37.2718,5.47
72603,222.6719,-15.9971,5.15
72607,222.6766,74.1555,2.07
72622,222.7199,-16.0416,2.75
72629,222.7505,-0.2575,6.18
72631,222.7543,-2.2988,4.93
72659,222.847,19.1006,4.54
72664,222.8607,59.2937,5.48
72670,222.8753,-77.1759,6.44
72683,222.9097,-43.5753,4.32
72702,222.9638,-18.3553,6.27
72772,223.1389,-30.5772,6.3
72773,223.147,-63.8098,5.91
72800,223.2129,-37.8031,5.02
72833,223.3064,-73.1902,5.59
72846,223.3473,15.7051,6.41
72848,223.3502,19.1523,6.0
72929,223.5839,-24.6421,5.27
72934,223.5954,-11.8983,5.78
72959,223.658,-33.3006,5.85
72965,223.6775,-65.9911,6.09
72983,223.7252,-69.8609,6.38
73036,223.8946,-60.1139,5.18
73049,223.9362,-33.8558,5.32
73068,223.9943,32.3001,6.12
73087,224.0552,14.4463,5.9
73095,224.0718,-52.8096,5.38
73100,224.0956,49.629,5.63
73107,224.1286,-32.6367,6.06
73111,224.1337,-47.8791,5.62
73116,224.1491,-39.416,6.36
73118,224.1598,-62.3644,6.39
73129,224.1833,-62.781,5.08
73133,224.1921,-11.4097,5.48
73156,224.265,21.5555,6.5
73165,224.2961,-4.3461,4.47
73166,224.2987,16.3881,5.72
73171,224.3072,-29.1576,6.28
73184,224.364,-21.4113,5.72
73193,224.3884,-0.1675,5.51
73199,224.3963,65.9324,4.63
73223,224.4715,-76.6626,5.37
73241,224.5367,-48.8622,6.34
73273,224.6331,-43.1339,2.68
73279,224.6524,-39.907,6.17
73284,224.6637,-27.6573,5.65
73309,224.7208,-4.989,6.08
73310,224.7235,-11.1439,5.88
73334,224.7904,-42.1041,3.13
73341,224.8081,-37.8812,6.45
73350,224.8463,4.5678,5.91
73354,224.8633,-43.1598,6.1
73369,224.904,39.2652,5.64
73394,224.9824,-75.0326,6.2
73415,225.0472,-77.1605,5.92
73454,225.1614,47.2774,6.35
73464,225.2178,22.0456,6.29
73473,225.2433,-8.5189,4.91
73493,225.3045,-38.0583,5.88
73497,225.3325,-2.7549,5.52
73507,225.363,60.2044,5.91
73536,225.4538,-0.1403,5.71
73540,225.4613,-83.2278,5.65
73555,225.4866,40.3906,3.49
73559,225.4921,-34.3588,6.21
73566,225.5266,-28.0605,5.83
73568,225.5271,25.0083,4.8
73571,225.5358,-7.5753,6.38
73620,225.7253,2.0913,4.39
73624,225.747,-32.6432,5.45
73634,225.7753,35.2058,5.52
73695,225.9487,47.654,4.83
73706,225.9906,65.9197,6.22
73714,226.0178,-25.2819,3.25
